abstract_id,model,num_sentences,num_sections,sections_present,hypothesis_length,fa_baseline_lp,fa_top_section,sh_top_section,top_section_agree,fa_time_s,sh_time_s,sh_forward_passes,fa_background,sh_background,words_background,fa_method,sh_method,words_method,fa_objective,sh_objective,words_objective,fa_other,sh_other,words_other,fa_result,sh_result,words_result
train_342,phi3,5,3,"method,objective,result",65,-30.125,objective,objective,True,0.086,0.165,8,,,0,0.875,44.12125,48,40.4375,62.303125,19,,,0,28.8125,50.325625,43
train_343,phi3,6,3,"method,objective,result",57,-36.09375,method,method,True,0.086,0.165,8,,,0,58.46875,55.2053125,66,1.0,3.1275,15,,,0,41.46875,39.5734375,37
train_344,phi3,5,2,"background,objective",58,-39.9375,background,background,True,0.064,0.082,4,96.9375,110.825,79,,,0,1.4375,19.1125,22,,,0,,,0
train_346,phi3,8,4,"background,method,objective,result",63,-29.109375,method,background,False,0.115,0.345,16,29.359375,37.22703125,78,30.484375,33.63375,49,19.296875,23.70734375,21,,,0,0.078125,4.3225,25
train_347,phi3,5,2,"method,result",58,-43.34375,method,method,True,0.063,0.081,4,,,0,130.03125,125.92,82,,,0,,,0,33.21875,27.98625,21
train_348,phi3,10,3,"background,method,result",49,-22.390625,method,method,True,0.093,0.178,8,6.390625,16.22703125,47,97.109375,91.12296875,89,,,0,,,0,45.859375,45.384375,40
train_349,phi3,5,3,"background,method,other",58,-42.53125,method,method,True,0.09,0.169,8,1.6875,20.930625,20,52.71875,78.9465625,117,,,0,0.09375,1.3415625,9,,,0
train_350,phi3,5,2,"method,result",66,-35.1875,method,method,True,0.063,0.081,4,,,0,127.8125,136.62625,82,,,0,,,0,0.34375,11.56125,23
train_351,phi3,6,3,"background,method,result",51,-26.59375,method,method,True,0.087,0.164,8,5.75,13.0696875,82,49.46875,56.5309375,23,,,0,,,0,1.09375,10.493125,15
train_352,phi3,4,3,"background,method,result",57,-38.21875,background,background,True,0.087,0.165,8,78.84375,82.4690625,64,2.375,1.0840625,13,,,0,,,0,12.03125,16.353125,26
train_353,phi3,6,4,"background,method,objective,result",58,-40.3125,objective,objective,True,0.129,0.369,16,17.375,26.001875,31,0.21875,1.7640625,52,71.0,82.8203125,74,,,0,0.25,8.97625,25
train_354,phi3,5,2,"background,objective",56,-33.9375,background,background,True,0.062,0.08,4,43.5625,46.78,18,,,0,37.9375,42.0325,55,,,0,,,0
train_355,phi3,6,2,"background,result",57,-41.6875,background,background,True,0.066,0.085,4,50.125,56.395,93,,,0,,,0,,,0,31.1875,39.1675,61
train_356,phi3,7,3,"background,objective,result",57,-35.03125,objective,objective,True,0.087,0.166,8,-1.78125,3.4278125,70,,,0,32.28125,48.116875,26,,,0,28.6875,36.2990625,18
train_357,phi3,7,4,"background,method,objective,result",46,-30.921875,method,method,True,0.122,0.353,16,-0.5625,1.100625,10,59.203125,60.6728125,75,35.828125,41.6828125,30,,,0,-1.09375,0.996875,57
train_358,phi3,8,4,"background,method,objective,result",61,-30.109375,result,result,True,0.111,0.335,16,70.515625,69.02140625,60,30.265625,26.92109375,18,27.296875,19.421875,8,,,0,77.515625,69.40125,47
train_359,phi3,9,3,"background,method,result",56,-27.609375,method,method,True,0.093,0.175,8,9.578125,21.03828125,40,63.203125,71.98828125,80,,,0,,,0,60.328125,59.1140625,53
train_360,phi3,7,3,"background,method,result",69,-40.28125,result,result,True,0.088,0.166,8,0.34375,6.9403125,62,6.0625,11.88375,49,,,0,,,0,25.59375,33.7071875,19
train_361,phi3,5,3,"background,objective,result",52,-37.28125,result,result,True,0.084,0.162,8,3.25,22.8075,59,,,0,5.09375,14.4403125,8,,,0,13.84375,24.2209375,17
train_362,phi3,9,3,"background,method,result",63,-33.25,method,method,True,0.095,0.177,8,33.9375,41.593125,44,64.0625,72.975,139,,,0,,,0,0.1875,3.306875,6
train_363,phi3,7,3,"method,objective,result",45,-30.296875,objective,objective,True,0.092,0.173,8,,,0,-0.4375,-0.4815625,86,54.765625,57.52984375,26,,,0,35.015625,34.71734375,37
train_364,phi3,4,3,"background,method,result",49,-30.4375,method,method,True,0.083,0.159,8,2.375,4.61875,28,48.3125,56.2584375,30,,,0,,,0,25.59375,21.6228125,15
train_365,phi3,9,2,"method,result",62,-34.96875,method,method,True,0.069,0.088,4,,,0,140.28125,150.5525,131,,,0,,,0,1.28125,14.35375,52
train_366,phi3,7,3,"background,method,result",70,-34.46875,method,method,True,0.091,0.175,8,10.125,22.5290625,72,40.84375,56.664375,70,,,0,,,0,8.25,13.3378125,34
train_367,phi3,7,4,"background,method,other,result",46,-23.5625,background,background,True,0.116,0.347,16,32.5625,38.2234375,93,-0.078125,5.16671875,17,,,0,0.1875,4.01578125,10,-0.15625,0.2190625,19
train_368,phi3,5,3,"background,method,result",58,-26.15625,method,method,True,0.087,0.164,8,24.09375,31.3684375,67,38.46875,48.15875,21,,,0,,,0,11.375,14.3165625,16
train_369,phi3,7,3,"background,method,result",61,-30.46875,background,background,True,0.094,0.174,8,66.84375,77.575,62,40.96875,46.84390625,20,,,0,,,0,1.109375,11.73734375,79
train_370,phi3,3,2,"background,result",57,-38.09375,background,background,True,0.064,0.082,4,105.40625,110.26,78,,,0,,,0,,,0,1.34375,7.52125,22
train_371,phi3,6,2,"method,result",59,-29.5,method,method,True,0.066,0.085,4,,,0,106.625,110.014375,147,,,0,,,0,-1.203125,3.110625,17
train_372,phi3,7,4,"background,method,objective,other",56,-34.25,objective,objective,True,0.111,0.338,16,9.25,22.1778125,60,3.125,5.42375,14,38.5625,55.0946875,48,0.0,2.42875,1,,,0
train_373,phi3,5,3,"background,method,result",63,-34.5625,method,method,True,0.088,0.167,8,4.3125,23.145625,66,43.6875,63.57375,44,,,0,,,0,4.4375,2.905625,27
train_374,phi3,4,3,"background,objective,result",45,-28.328125,objective,objective,True,0.085,0.162,8,0.0,1.93625,43,,,0,90.546875,86.69859375,32,,,0,19.546875,18.16203125,8
train_375,phi3,5,2,"background,method",57,-37.8125,method,method,True,0.065,0.083,4,39.125,35.385,45,69.8125,65.0525,82,,,0,,,0,,,0
train_376,phi3,4,2,"background,method",59,-40.9375,background,background,True,0.062,0.08,4,29.4375,33.2875,35,26.875,31.775,40,,,0,,,0,,,0
train_377,phi3,5,2,"background,method",61,-40.65625,background,background,True,0.063,0.081,4,79.46875,88.255,67,3.53125,14.71375,34,,,0,,,0,,,0
train_378,phi3,4,3,"background,method,result",61,-32.53125,background,background,True,0.087,0.167,8,50.90625,47.82125,62,15.25,24.4446875,28,,,0,,,0,12.25,13.3903125,19
train_379,phi3,7,3,"background,method,objective",62,-39.21875,method,method,True,0.087,0.168,8,34.59375,35.3446875,51,56.78125,58.141875,52,-0.90625,0.4196875,18,,,0,,,0
train_380,phi3,5,4,"background,method,objective,result",50,-33.875,method,objective,False,0.114,0.341,16,-0.21875,2.554375,20,51.5,54.3640625,67,48.5,56.3346875,21,,,0,13.0,12.621875,29
train_382,phi3,7,3,"background,method,result",44,-21.984375,result,result,True,0.107,0.192,8,24.578125,28.91140625,85,4.703125,9.90265625,4,,,0,,,0,75.828125,81.8265625,117
train_383,phi3,6,3,"background,method,objective",62,-39.03125,method,method,True,0.087,0.167,8,0.46875,11.1059375,56,26.40625,39.9175,47,1.625,7.3203125,28,,,0,,,0
train_384,phi3,3,2,"background,method",57,-36.59375,background,background,True,0.062,0.081,4,93.90625,103.5725,33,2.28125,14.58375,42,,,0,,,0,,,0
train_385,phi3,9,3,"background,method,result",51,-26.90625,background,background,True,0.095,0.177,8,91.65625,97.9534375,47,2.1875,10.28125,71,,,0,,,0,1.09375,4.4840625,57
train_386,phi3,6,4,"background,method,objective,result",58,-35.09375,objective,objective,True,0.109,0.331,16,36.28125,40.91125,57,21.65625,20.3734375,22,67.15625,67.4803125,20,,,0,-0.09375,4.51625,20
train_387,phi3,10,4,"background,method,objective,result",69,-31.359375,method,background,False,0.112,0.342,16,32.578125,31.58953125,32,35.453125,30.9021875,58,8.328125,9.21109375,22,,,0,1.484375,5.6878125,47
train_388,phi3,8,4,"background,method,objective,other",56,-32.46875,objective,objective,True,0.112,0.338,16,5.9375,15.3253125,39,0.6875,5.4134375,22,127.65625,139.940625,72,-0.3125,0.976875,7,,,0
train_389,phi3,5,3,"background,method,result",62,-33.15625,background,background,True,0.086,0.165,8,105.84375,106.4621875,67,1.625,1.0790625,23,,,0,,,0,0.65625,3.3025,22
train_390,phi3,10,4,"background,method,objective,result",55,-31.59375,objective,objective,True,0.118,0.349,16,22.1875,23.60390625,42,0.015625,2.75125,13,54.71875,55.0046875,29,,,0,13.625,20.54640625,87
train_391,phi3,5,4,"background,method,objective,result",54,-42.03125,objective,objective,True,0.109,0.331,16,10.0,11.1125,20,30.03125,38.0325,66,43.59375,50.7521875,26,,,0,0.34375,1.4465625,8
train_392,phi3,9,4,"background,method,objective,result",56,-32.53125,result,method,False,0.121,0.357,16,0.5625,8.293125,73,31.28125,48.3578125,65,29.53125,37.2890625,15,,,0,37.03125,44.90375,51
train_393,phi3,9,3,"background,method,result",54,-32.375,result,result,True,0.093,0.175,8,27.75,33.00125,38,-0.3125,8.106875,76,,,0,,,0,38.4375,46.579375,65
train_394,phi3,10,3,"background,method,objective",60,-30.390625,method,method,True,0.095,0.177,8,36.546875,34.54859375,38,60.421875,53.9278125,118,43.671875,40.38296875,39,,,0,,,0
train_395,phi3,10,3,"method,objective,result",54,-30.921875,objective,objective,True,0.092,0.174,8,,,0,10.359375,44.09203125,120,27.015625,46.41046875,28,,,0,2.796875,7.950625,10
train_396,phi3,5,2,"background,method",36,-18.5,method,method,True,0.062,0.08,4,18.53125,20.1125,49,76.9375,78.95,43,,,0,,,0,,,0
train_397,phi3,9,3,"background,method,result",58,-38.96875,background,background,True,0.101,0.185,8,109.90625,115.6403125,117,5.34375,11.55375,59,,,0,,,0,1.03125,4.0871875,22
train_398,phi3,10,4,"background,method,objective,result",55,-34.78125,method,method,True,0.135,0.377,16,29.21875,26.7909375,46,78.78125,83.2621875,124,16.28125,25.529375,18,,,0,-0.3125,0.63625,24
train_399,phi3,10,5,"background,method,objective,other,result",64,-29.15625,method,method,True,0.146,0.711,32,35.59375,39.4725,65,63.84375,69.69609375,96,-0.40625,5.36953125,6,0.734375,4.37296875,16,0.546875,7.05765625,14
train_400,phi3,6,3,"method,objective,result",50,-36.75,objective,objective,True,0.1,0.185,8,,,0,52.5,50.90625,87,63.25,65.891875,42,,,0,0.4375,6.076875,60
train_401,phi3,7,4,"background,method,objective,result",64,-32.90625,method,method,True,0.115,0.342,16,0.34375,7.101875,24,68.09375,74.92875,61,63.40625,71.354375,33,,,0,0.90625,11.95875,37
train_402,phi3,5,2,"background,other",61,-37.6875,background,background,True,0.069,0.087,4,84.0625,89.81,110,,,0,,,0,-0.6875,6.6275,47,,,0
train_403,phi3,6,3,"method,other,result",54,-32.875,result,result,True,0.09,0.169,8,,,0,-0.890625,5.255625,22,,,0,6.125,18.59859375,10,96.125,105.77078125,99
train_404,phi3,8,3,"background,objective,other",54,-39.34375,background,background,True,0.091,0.171,8,71.71875,81.12,116,,,0,18.625,13.8028125,24,4.4375,16.6084375,13,,,0
train_405,phi3,6,4,"background,method,objective,result",67,-34.3125,method,method,True,0.105,0.322,16,0.71875,8.0996875,33,44.125,50.6434375,27,5.0625,11.198125,12,,,0,2.84375,14.18375,17
train_406,phi3,5,3,"background,objective,result",50,-46.4375,result,result,True,0.091,0.172,8,9.59375,13.4128125,26,,,0,32.75,36.659375,39,,,0,43.8125,46.3653125,81
train_407,phi3,5,4,"background,method,objective,result",64,-37.09375,objective,objective,True,0.11,0.336,16,33.21875,33.1959375,47,14.8125,11.0978125,31,57.84375,57.15625,25,,,0,2.3125,-0.79375,19
train_408,phi3,8,2,"background,method",58,-33.53125,method,method,True,0.07,0.089,4,48.40625,58.925,146,51.65625,65.04375,47,,,0,,,0,,,0
train_409,phi3,7,3,"background,method,objective",62,-42.0625,objective,objective,True,0.094,0.176,8,-2.5,9.851875,55,36.3125,40.300625,67,82.625,97.41,60,,,0,,,0
train_410,phi3,7,4,"background,method,objective,result",61,-33.15625,objective,objective,True,0.113,0.34,16,1.125,10.8040625,19,11.25,26.2571875,102,47.15625,60.32875,22,,,0,8.40625,10.32875,15
train_411,phi3,3,2,"background,objective",45,-32.125,objective,objective,True,0.063,0.081,4,45.3125,49.08,58,,,0,98.625,103.42,27,,,0,,,0
train_412,phi3,6,4,"background,method,objective,result",62,-31.53125,background,objective,False,0.11,0.335,16,10.0625,16.39609375,37,1.03125,3.10609375,25,7.3125,16.925,56,,,0,-0.34375,3.0415625,19
train_413,phi3,8,4,"background,method,objective,result",68,-33.15625,method,method,True,0.119,0.349,16,-0.59375,0.3046875,12,56.09375,59.5421875,86,18.0625,21.286875,15,,,0,25.71875,33.335,81
train_414,phi3,6,2,"background,result",64,-32.25,background,background,True,0.065,0.084,4,76.1875,89.37375,77,,,0,,,0,,,0,21.21875,38.00125,61
train_415,phi3,6,2,"background,result",40,-21.953125,background,background,True,0.068,0.085,4,80.359375,75.55375,92,,,0,,,0,,,0,42.484375,36.368125,51
train_416,phi3,6,2,"background,other",58,-44.875,background,background,True,0.061,0.079,4,65.9375,74.8625,68,,,0,,,0,1.625,8.6375,10,,,0
train_417,phi3,4,2,"background,result",55,-30.890625,background,background,True,0.064,0.083,4,37.359375,40.44625,67,,,0,,,0,,,0,18.421875,22.350625,34
train_418,phi3,7,2,"background,method",60,-42.53125,method,method,True,0.069,0.088,4,0.4375,5.525,48,61.71875,68.19375,150,,,0,,,0,,,0
train_419,phi3,5,3,"background,method,objective",69,-34.5,method,method,True,0.086,0.165,8,15.40625,22.5309375,22,63.4375,68.7,83,1.34375,9.3940625,28,,,0,,,0
train_420,phi3,6,4,"background,method,objective,result",58,-43.09375,objective,objective,True,0.11,0.335,16,14.0625,20.440625,29,3.40625,6.439375,43,47.21875,51.293125,40,,,0,-0.59375,2.920625,12
train_421,phi3,9,4,"background,method,other,result",38,-25.59375,method,method,True,0.111,0.328,16,6.9375,19.31046875,68,17.90625,32.7234375,32,,,0,-1.03125,0.589375,6,1.390625,7.84546875,35
train_422,phi3,6,4,"background,method,objective,result",56,-42.5,method,method,True,0.116,0.345,16,4.1875,13.796875,36,45.75,45.553125,38,29.6875,34.8196875,67,,,0,1.8125,9.5803125,37
train_423,phi3,10,3,"background,method,result",55,-34.90625,background,background,True,0.115,0.202,8,60.53125,74.1875,136,40.53125,51.94125,92,,,0,,,0,21.0625,21.59,53
train_424,phi3,5,3,"background,method,result",55,-39.34375,result,result,True,0.086,0.165,8,21.03125,28.0765625,41,5.71875,8.1890625,43,,,0,,,0,59.46875,64.390625,19
train_425,phi3,7,5,"background,method,objective,other,result",55,-31.4375,objective,objective,True,0.141,0.688,32,29.84375,30.35625,35,-0.625,5.73265625,46,57.0,58.1378125,50,-0.625,1.21671875,7,-0.28125,4.3690625,23
train_426,phi3,7,3,"background,method,result",57,-39.78125,method,method,True,0.087,0.166,8,-1.25,9.069375,34,60.84375,67.9534375,54,,,0,,,0,49.09375,46.8209375,23
train_427,phi3,6,3,"background,objective,result",65,-33.8125,result,result,True,0.094,0.175,8,1.25,11.668125,51,,,0,25.15625,29.3871875,39,,,0,39.8125,43.3821875,88
train_428,phi3,6,3,"background,method,result",60,-35.5625,method,method,True,0.087,0.165,8,12.15625,26.5675,29,57.3125,78.24625,56,,,0,,,0,6.5,5.49875,15
train_429,phi3,6,3,"background,method,other",50,-22.15625,other,other,True,0.089,0.17,8,2.15625,16.55,62,7.1875,32.82,23,,,0,29.28125,40.16125,51,,,0
train_430,phi3,7,2,"background,method",60,-28.625,background,background,True,0.066,0.084,4,62.125,67.8725,53,49.5625,56.8775,76,,,0,,,0,,,0
train_431,phi3,4,3,"background,objective,result",56,-31.25,background,background,True,0.088,0.168,8,55.125,61.4896875,58,,,0,1.28125,10.94765625,28,,,0,-1.09375,0.68765625,22
train_432,phi3,5,4,"background,method,objective,result",59,-29.140625,method,method,True,0.106,0.326,16,19.359375,18.56234375,32,44.171875,43.0475,21,8.734375,10.66265625,12,,,0,32.515625,28.336875,23
train_433,phi3,6,2,"background,method",48,-31.421875,method,method,True,0.065,0.083,4,30.765625,34.52625,62,66.890625,71.676875,57,,,0,,,0,,,0
train_434,phi3,5,3,"background,method,result",60,-28.1875,method,method,True,0.089,0.17,8,3.25,15.255625,51,29.5,60.695625,66,,,0,,,0,24.6875,38.73625,30
train_435,phi3,6,4,"background,method,objective,result",60,-26.859375,method,method,True,0.109,0.333,16,0.078125,11.24953125,41,57.390625,63.9865625,42,0.4375,14.7596875,25,,,0,20.671875,32.76984375,17
train_436,phi3,3,3,"background,objective,result",50,-29.828125,background,background,True,0.085,0.165,8,47.671875,51.45859375,37,,,0,23.921875,46.06734375,20,,,0,0.984375,12.5209375,16
train_437,phi3,9,4,"background,method,objective,result",56,-31.6875,background,background,True,0.129,0.366,16,80.8125,86.7015625,79,51.25,59.26140625,54,0.171875,3.73234375,46,,,0,-1.59375,15.4921875,50
train_438,phi3,4,3,"background,method,result",65,-38.8125,method,method,True,0.086,0.165,8,18.40625,28.5209375,49,70.0625,81.38125,38,,,0,,,0,1.1875,9.5353125,36
train_439,phi3,5,3,"background,objective,result",57,-30.765625,objective,objective,True,0.085,0.163,8,4.140625,21.66078125,25,,,0,89.296875,100.45953125,37,,,0,2.890625,9.9890625,32
train_440,phi3,6,4,"background,method,objective,result",52,-33.0625,objective,objective,True,0.11,0.333,16,32.75,35.785625,27,13.625,14.984375,28,41.4375,52.47125,24,,,0,0.625,12.07125,27
train_441,phi3,10,3,"background,method,other",63,-40.4375,method,method,True,0.093,0.175,8,5.21875,12.8540625,61,85.5625,95.479375,114,,,0,-0.8125,1.3540625,4,,,0
train_442,phi3,9,3,"background,objective,result",62,-37.3125,result,result,True,0.101,0.184,8,15.28125,23.9396875,137,,,0,2.6875,11.735625,28,,,0,65.25,71.3871875,68
train_443,phi3,6,3,"background,method,result",49,-33.5,method,method,True,0.102,0.185,8,70.1875,69.79,48,74.125,73.003125,88,,,0,,,0,1.875,2.956875,45
train_444,phi3,3,3,"background,method,objective",58,-35.03125,background,background,True,0.088,0.168,8,71.53125,73.1121875,36,29.46875,31.7790625,46,11.5625,24.5775,43,,,0,,,0
train_445,phi3,10,3,"background,method,result",62,-42.78125,method,method,True,0.104,0.187,8,24.09375,34.3703125,114,50.15625,52.2040625,72,,,0,,,0,11.15625,22.894375,62
train_446,phi3,10,3,"background,method,result",57,-49.0625,result,result,True,0.109,0.194,8,4.6875,14.869375,21,2.96875,18.1359375,77,,,0,,,0,17.875,31.5571875,166
train_447,phi3,6,3,"background,method,result",65,-38.25,background,background,True,0.086,0.165,8,31.25,45.740625,67,30.625,41.95625,29,,,0,,,0,0.4375,13.178125,21
train_448,phi3,7,4,"background,objective,other,result",56,-24.578125,result,result,True,0.115,0.344,16,-0.96875,4.28015625,63,,,0,-0.546875,4.3865625,20,0.53125,1.4534375,7,109.296875,114.55171875,63
train_449,phi3,9,4,"background,method,objective,result",48,-29.5,method,method,True,0.118,0.346,16,-1.609375,5.40921875,31,34.0625,52.04453125,54,0.140625,8.61765625,24,,,0,8.875,23.67859375,45
train_450,phi3,4,2,"background,method",60,-32.9375,method,method,True,0.063,0.081,4,12.28125,23.185,19,68.5,82.3775,58,,,0,,,0,,,0
train_451,phi3,7,4,"background,method,objective,result",59,-31.578125,method,background,False,0.114,0.342,16,60.046875,67.78984375,31,63.484375,65.60625,79,4.765625,17.43796875,19,,,0,1.203125,11.7128125,16
train_452,phi3,4,3,"background,method,result",64,-38.21875,background,background,True,0.087,0.166,8,48.46875,58.84875,66,44.28125,53.07625,28,,,0,,,0,0.75,4.85625,30
train_453,phi3,10,3,"background,method,result",51,-25.109375,method,method,True,0.1,0.182,8,2.09375,8.1040625,44,63.828125,78.09203125,65,,,0,,,0,42.578125,48.06953125,92
train_454,phi3,5,3,"background,method,result",51,-30.953125,result,result,True,0.084,0.161,8,1.046875,13.13921875,29,14.921875,29.78734375,14,,,0,,,0,34.734375,37.8703125,42
train_455,phi3,5,3,"method,objective,result",62,-22.734375,method,method,True,0.09,0.17,8,,,0,154.890625,167.2084375,88,-0.21875,5.766875,21,,,0,-1.03125,5.9153125,24
train_456,phi3,5,4,"background,method,objective,result",62,-32.78125,method,method,True,0.11,0.333,16,1.3125,6.0625,11,43.03125,51.904375,27,19.75,23.335625,30,,,0,0.0,7.66625,61
train_457,phi3,5,3,"method,objective,result",59,-28.09375,result,result,True,0.086,0.164,8,,,0,0.453125,11.11828125,26,0.140625,7.62046875,22,,,0,70.03125,78.9175,60
train_458,phi3,7,3,"background,method,objective",61,-36.875,objective,objective,True,0.089,0.17,8,5.25,14.034375,93,34.875,37.948125,28,99.375,97.8925,37,,,0,,,0
train_459,phi3,7,3,"background,method,result",59,-34.8125,method,method,True,0.089,0.169,8,19.84375,23.000625,32,21.125,35.84625,73,,,0,,,0,13.8125,21.715625,38
train_460,phi3,9,3,"background,other,result",59,-39.625,result,result,True,0.093,0.175,8,-0.65625,9.0490625,33,,,0,,,0,1.09375,8.47125,12,55.8125,72.8546875,107
train_461,phi3,8,4,"background,method,objective,result",66,-46.65625,method,method,True,0.108,0.328,16,26.65625,31.0478125,54,35.21875,37.924375,41,11.5,12.4659375,16,,,0,14.8125,12.280625,12
train_462,phi3,8,4,"background,method,objective,result",61,-30.8125,background,background,True,0.111,0.337,16,45.0,45.9928125,60,1.3125,0.8915625,40,0.6875,4.925625,21,,,0,34.75,34.2525,31
train_463,phi3,5,3,"background,method,result",61,-28.703125,method,method,True,0.085,0.162,8,-1.21875,8.401875,40,68.546875,82.35796875,47,,,0,,,0,0.421875,7.41203125,11
train_464,phi3,10,4,"background,method,objective,result",64,-40.1875,objective,objective,True,0.118,0.353,16,0.125,3.5625,70,25.25,26.185625,45,51.8125,55.18,26,,,0,21.4375,25.009375,42
train_465,phi3,4,2,"background,method",63,-28.96875,background,background,True,0.062,0.08,4,57.78125,61.6725,53,39.78125,44.73375,20,,,0,,,0,,,0
train_466,phi3,4,4,"background,method,objective,result",55,-31.90625,method,method,True,0.107,0.33,16,0.59375,6.35359375,15,109.46875,113.889375,38,-0.09375,3.9859375,16,,,0,0.078125,1.23984375,8
train_467,phi3,6,3,"background,objective,result",64,-43.09375,objective,objective,True,0.087,0.167,8,17.625,20.1690625,26,,,0,51.09375,47.991875,77,,,0,7.9375,7.8703125,28
train_468,phi3,7,4,"background,method,objective,result",65,-35.90625,background,background,True,0.119,0.351,16,42.78125,45.94375,116,0.1875,6.04625,31,-1.1875,5.981875,31,,,0,-0.46875,0.371875,27
train_469,phi3,8,3,"background,method,objective",59,-32.03125,method,method,True,0.094,0.179,8,3.15625,14.68921875,63,59.78125,73.42546875,115,-0.109375,4.3540625,23,,,0,,,0
train_470,phi3,6,4,"background,method,objective,result",57,-32.75,background,background,True,0.116,0.345,16,36.8125,39.470625,33,32.1875,29.80125,59,0.0,0.1721875,11,,,0,2.34375,2.8059375,42
train_471,phi3,5,4,"background,method,objective,result",58,-30.796875,method,method,True,0.115,0.339,16,0.859375,7.71328125,11,41.828125,49.0509375,37,0.390625,1.09140625,21,,,0,15.578125,21.3475,59
train_472,phi3,4,3,"background,method,objective",62,-29.78125,objective,objective,True,0.083,0.161,8,-0.640625,11.04140625,21,27.28125,24.51984375,36,55.46875,58.47,20,,,0,,,0
train_473,phi3,10,2,"background,result",55,-36.25,background,background,True,0.068,0.086,4,77.4375,78.18,129,,,0,,,0,,,0,40.625,41.57,46
train_474,phi3,7,3,"background,objective,result",59,-31.953125,objective,objective,True,0.093,0.175,8,1.265625,8.15828125,39,,,0,79.484375,89.54578125,68,,,0,1.078125,8.4678125,81
train_475,phi3,5,4,"background,method,objective,result",58,-37.25,background,background,True,0.105,0.32,16,45.8125,49.44375,45,1.5,2.378125,14,27.8125,33.680625,16,,,0,-0.21875,0.81,8
train_476,phi3,8,4,"background,method,objective,result",59,-35.28125,method,method,True,0.118,0.349,16,6.53125,17.6240625,47,22.25,27.2015625,32,3.59375,20.96625,44,,,0,6.625,3.489375,28
train_477,phi3,6,4,"background,method,objective,result",57,-26.515625,method,method,True,0.113,0.34,16,0.546875,0.75890625,23,100.859375,98.4234375,54,64.671875,76.68203125,19,,,0,36.546875,37.745,49
train_478,phi3,10,4,"background,method,objective,result",54,-27.65625,objective,objective,True,0.12,0.352,16,0.859375,8.30890625,88,59.96875,70.93453125,59,68.28125,78.260625,19,,,0,-0.125,6.0896875,24
train_479,phi3,6,4,"background,method,objective,result",63,-36.5625,objective,objective,True,0.109,0.334,16,15.78125,21.8678125,11,-0.125,-0.608125,35,64.0,78.4440625,55,,,0,0.40625,8.85875,24
train_480,phi3,8,4,"background,method,objective,other",57,-33.21875,background,background,True,0.115,0.343,16,65.46875,69.013125,58,64.09375,67.945,69,-0.1875,10.244375,27,-0.03125,0.82875,1,,,0
train_481,phi3,5,4,"background,method,objective,result",64,-29.09375,result,result,True,0.111,0.334,16,-0.171875,7.2959375,21,0.140625,7.204375,33,43.03125,47.83734375,43,,,0,96.65625,98.31859375,37
train_482,phi3,7,2,"background,result",55,-39.125,background,background,True,0.066,0.084,4,14.21875,20.0625,113,,,0,,,0,,,0,5.375,12.8125,47
train_483,phi3,5,3,"background,method,result",57,-45.78125,method,method,True,0.088,0.167,8,7.3125,14.13875,63,61.71875,65.0309375,34,,,0,,,0,9.46875,13.4240625,24
train_484,phi3,9,4,"background,method,objective,result",52,-26.25,method,method,True,0.134,0.381,16,3.984375,14.40125,51,104.0,113.80328125,113,21.71875,34.94390625,13,,,0,-0.96875,0.4765625,26
train_485,phi3,10,4,"background,method,objective,result",66,-34.9375,result,result,True,0.112,0.336,16,5.34375,17.9209375,54,17.21875,17.70125,25,7.28125,18.615625,11,,,0,38.9375,49.6996875,53
train_486,phi3,9,3,"background,method,result",42,-22.515625,background,background,True,0.091,0.172,8,16.390625,22.64484375,46,1.75,8.71203125,66,,,0,,,0,-0.265625,5.6275,53
train_487,phi3,7,3,"background,method,result",56,-33.65625,background,background,True,0.09,0.171,8,40.21875,48.3584375,82,0.875,15.4125,57,,,0,,,0,2.40625,8.8853125,23
train_488,phi3,5,4,"background,method,objective,result",51,-39.875,method,method,True,0.111,0.339,16,18.28125,25.345,37,28.3125,26.205,12,22.53125,25.603125,22,,,0,-0.6875,11.221875,60
train_489,phi3,6,3,"background,method,result",61,-29.65625,background,background,True,0.094,0.176,8,60.34375,74.22796875,68,1.546875,13.4971875,66,,,0,,,0,1.734375,7.93109375,27
train_490,phi3,3,3,"method,objective,result",66,-26.0625,result,result,True,0.084,0.16,8,,,0,0.484375,14.96734375,33,20.34375,27.77625,13,,,0,56.0625,62.69390625,28
train_491,phi3,6,3,"background,objective,result",58,-34.90625,background,background,True,0.086,0.164,8,40.34375,49.7871875,58,,,0,34.59375,45.7621875,44,,,0,-0.78125,2.794375,18
train_492,phi3,4,3,"background,method,result",54,-35.46875,background,background,True,0.085,0.164,8,90.09375,88.686875,53,29.59375,28.81125,28,,,0,,,0,1.5625,5.408125,25
train_493,phi3,9,4,"background,method,objective,result",51,-38.90625,background,background,True,0.116,0.347,16,52.21875,56.6553125,59,-0.15625,20.088125,14,22.6875,40.308125,15,,,0,42.28125,40.7921875,63
train_494,phi3,10,4,"background,method,objective,result",47,-29.140625,background,background,True,0.135,0.373,16,41.859375,53.01515625,63,0.328125,11.795625,50,0.734375,8.89140625,30,,,0,2.640625,13.4071875,58
train_495,phi3,9,4,"background,method,objective,result",51,-29.4375,objective,objective,True,0.115,0.347,16,13.53125,18.65015625,53,1.71875,4.43953125,47,55.75,67.1321875,28,,,0,-0.546875,4.778125,22
