abstract_id,model,num_sentences,num_sections,sections_present,hypothesis_length,fa_baseline_lp,fa_top_section,sh_top_section,top_section_agree,fa_time_s,sh_time_s,sh_forward_passes,fa_background,sh_background,words_background,fa_objective,sh_objective,words_objective,fa_method,sh_method,words_method,fa_result,sh_result,words_result,fa_other,sh_other,words_other
train_459,llama8b,7,3,"background,objective,other",73,-43.25,other,other,True,0.141,0.273,8,2.5625,4.31625,32,38.3125,36.94,73,,,0,,,0,54.4375,56.36875,38
train_460,llama8b,9,3,"background,other,result",68,-30.265625,other,other,True,0.151,0.282,8,41.296875,43.9196875,33,,,0,,,0,0.75,11.17625,12,48.984375,63.2634375,107
train_461,llama8b,8,4,"background,method,objective,other",72,-33.53125,background,background,True,0.171,0.532,16,40.28125,44.95875,54,-0.40625,14.2915625,41,3.75,10.2390625,16,,,0,15.46875,12.791875,12
train_462,llama8b,8,4,"background,method,objective,other",72,-36.4375,background,background,True,0.178,0.544,16,55.1875,52.7884375,60,1.90625,5.720625,40,9.59375,11.3578125,21,,,0,37.5625,32.195625,31
train_463,llama8b,5,3,"background,objective,other",69,-39.875,background,background,True,0.135,0.263,8,24.75,32.8890625,40,14.78125,28.9278125,47,,,0,,,0,0.59375,5.120625,11
train_464,llama8b,10,4,"background,method,objective,other",65,-22.671875,other,other,True,0.195,0.569,16,4.359375,8.4865625,70,39.640625,40.9384375,45,2.390625,10.0428125,26,,,0,60.140625,58.9853125,42
train_465,llama8b,4,2,"background,objective",70,-28.03125,background,background,True,0.098,0.129,4,67.53125,62.65,53,52.28125,46.06875,20,,,0,,,0,,,0
train_466,llama8b,4,4,"background,method,objective,other",65,-22.65625,objective,objective,True,0.169,0.525,16,0.59375,5.71515625,15,67.78125,73.87578125,38,0.515625,4.28265625,16,,,0,2.765625,0.72015625,8
train_467,llama8b,6,3,"background,method,other",71,-28.875,other,other,True,0.141,0.273,8,17.40625,28.1415625,26,,,0,6.5625,21.426875,77,,,0,27.5,31.0565625,28
train_468,llama8b,7,4,"background,method,objective,other",68,-36.375,objective,objective,True,0.196,0.58,16,1.4375,5.6290625,116,23.5,31.6396875,31,1.71875,10.72875,31,,,0,3.53125,2.065,27
train_469,llama8b,8,3,"background,method,objective",67,-30.40625,objective,objective,True,0.154,0.288,8,21.65625,32.308125,63,93.65625,107.25625,115,1.3125,8.154375,23,,,0,,,0
train_470,llama8b,6,4,"background,method,objective,other",65,-25.84375,objective,objective,True,0.183,0.551,16,5.890625,9.49234375,33,52.78125,47.6721875,59,0.6875,0.64703125,11,,,0,6.90625,-3.8428125,42
train_471,llama8b,5,4,"background,method,objective,other",66,-21.515625,other,other,True,0.178,0.542,16,-0.203125,6.72765625,11,35.609375,46.6728125,37,0.859375,0.16203125,21,,,0,39.203125,50.796875,59
train_472,llama8b,4,3,"background,method,objective",72,-32.09375,objective,method,False,0.133,0.26,8,2.8125,11.4575,21,45.09375,45.6384375,36,41.65625,48.3103125,20,,,0,,,0
train_473,llama8b,10,2,"background,other",64,-28.28125,background,background,True,0.108,0.14,4,113.34375,111.975625,129,,,0,,,0,,,0,3.109375,1.368125,46
train_474,llama8b,7,3,"background,method,other",70,-37.125,other,other,True,0.15,0.282,8,5.3125,13.78875,39,,,0,33.6875,36.470625,68,,,0,61.3125,60.490625,81
train_475,llama8b,5,4,"background,method,objective,other",69,-36.03125,background,background,True,0.168,0.522,16,51.34375,50.7034375,45,0.65625,1.315625,14,1.9375,4.5815625,16,,,0,4.5625,0.868125,8
train_476,llama8b,8,4,"background,method,objective,other",58,-26.375,other,other,True,0.184,0.553,16,0.078125,7.873125,47,1.828125,10.07421875,32,18.4375,24.59328125,44,,,0,78.5,80.834375,28
train_477,llama8b,6,4,"background,method,objective,other",74,-16.234375,other,other,True,0.179,0.545,16,1.375,0.7028125,23,1.625,0.5990625,54,41.171875,47.999375,19,,,0,88.890625,89.714375,49
train_478,llama8b,10,4,"background,method,objective,other",70,-23.40625,objective,objective,True,0.195,0.573,16,9.375,18.328125,88,73.34375,91.56,59,6.34375,25.0271875,19,,,0,1.75,8.0534375,24
train_479,llama8b,6,4,"background,method,objective,other",72,-24.328125,method,method,True,0.174,0.537,16,3.21875,6.77265625,11,2.140625,8.1353125,35,46.421875,66.65578125,55,,,0,1.6875,16.983125,24
train_480,llama8b,8,4,"background,method,objective,result",69,-18.71875,objective,objective,True,0.187,0.558,16,24.4375,21.76359375,58,106.59375,101.25828125,69,0.921875,1.741875,27,-0.078125,-0.2325,1,,,0
train_481,llama8b,5,4,"background,method,objective,other",71,-24.234375,other,other,True,0.175,0.538,16,1.25,7.3221875,21,2.078125,7.97125,33,27.703125,24.28359375,43,,,0,105.640625,95.31359375,37
train_482,llama8b,7,2,"background,other",70,-28.25,background,background,True,0.107,0.138,4,25.6875,34.35,113,,,0,,,0,,,0,8.9375,19.9625,47
train_483,llama8b,5,3,"background,objective,other",67,-21.171875,objective,objective,True,0.138,0.268,8,7.25,11.2265625,63,43.015625,42.89703125,34,,,0,,,0,16.890625,19.32953125,24
train_484,llama8b,9,4,"background,method,objective,other",69,-36.90625,objective,objective,True,0.205,0.596,16,1.03125,7.500625,51,34.28125,56.1046875,113,-0.46875,12.375625,13,,,0,0.9375,7.3003125,26
train_485,llama8b,10,4,"background,method,objective,other",66,-26.15625,background,background,True,0.181,0.546,16,27.8125,35.02515625,54,10.9375,16.12515625,25,3.671875,9.9134375,11,,,0,5.046875,15.78,53
train_486,llama8b,9,3,"background,objective,other",69,-35.65625,other,other,True,0.146,0.279,8,5.9375,15.959375,46,-0.375,5.813125,66,,,0,,,0,28.65625,38.88375,53
train_487,llama8b,7,3,"background,objective,other",74,-26.09375,background,background,True,0.145,0.276,8,53.59375,57.6540625,82,24.34375,43.2296875,57,,,0,,,0,0.53125,10.6475,23
train_488,llama8b,5,4,"background,method,objective,other",73,-44.96875,background,background,True,0.174,0.538,16,33.28125,38.7396875,37,0.5,2.6684375,12,7.34375,16.2975,22,,,0,21.09375,35.575625,60
train_489,llama8b,6,3,"background,objective,other",69,-20.78125,background,background,True,0.15,0.285,8,14.8125,32.1634375,68,8.015625,31.99796875,66,,,0,,,0,3.1875,16.43234375,27
train_490,llama8b,3,3,"method,objective,other",70,-24.578125,other,other,True,0.133,0.262,8,,,0,7.453125,21.85390625,33,1.9375,10.66875,13,,,0,60.484375,70.77421875,28
train_491,llama8b,6,3,"background,method,other",70,-23.1875,method,method,True,0.137,0.267,8,-0.078125,11.0678125,58,,,0,61.25,78.97765625,44,,,0,0.046875,2.20453125,18
train_492,llama8b,4,3,"background,objective,other",73,-20.796875,background,background,True,0.137,0.264,8,74.765625,73.33484375,53,3.84375,7.364375,28,,,0,,,0,24.828125,24.19140625,25
train_493,llama8b,9,4,"background,method,objective,other",66,-32.96875,other,other,True,0.189,0.559,16,32.53125,36.19375,59,0.25,1.800625,14,20.5625,26.688125,15,,,0,32.71875,39.47375,63
train_494,llama8b,10,4,"background,method,objective,other",59,-17.65625,other,other,True,0.208,0.593,16,-0.34375,8.85796875,63,7.328125,10.4203125,50,22.96875,24.21328125,30,,,0,58.53125,63.6021875,58
train_495,llama8b,9,4,"background,method,objective,other",64,-22.90625,method,method,True,0.183,0.552,16,3.515625,8.88875,53,1.921875,7.595,47,101.53125,109.014375,28,,,0,2.265625,8.095625,22
train_496,llama8b,5,3,"background,objective,other",71,-24.65625,other,other,True,0.142,0.271,8,4.53125,12.5846875,58,9.1875,3.771875,19,,,0,,,0,80.65625,84.9246875,58
train_497,llama8b,8,3,"background,objective,result",68,-36.4375,background,background,True,0.138,0.267,8,42.5625,54.88,63,-0.96875,17.3925,43,,,0,-1.3125,-1.7725,7,,,0
train_498,llama8b,10,4,"background,method,objective,other",70,-26.5,other,other,True,0.197,0.575,16,1.703125,3.7309375,65,0.078125,6.89046875,76,-0.15625,6.2875,21,,,0,75.6875,76.02859375,39
train_499,llama8b,4,3,"background,objective,other",69,-37.9375,background,background,True,0.141,0.274,8,93.1875,109.20125,60,10.03125,26.709375,45,,,0,,,0,10.1875,23.276875,23
train_500,llama8b,6,3,"background,objective,other",75,-36.0,background,background,True,0.15,0.286,8,56.8125,63.21875,98,4.53125,16.75,53,,,0,,,0,-0.6875,-0.46875,23
train_501,llama8b,6,3,"background,objective,other",67,-39.0,other,other,True,0.146,0.276,8,9.09375,24.5640625,70,1.65625,-0.3803125,14,,,0,,,0,18.25,31.81625,61
train_502,llama8b,4,2,"background,objective",69,-23.8125,objective,objective,True,0.101,0.132,4,6.328125,11.51875,55,57.0,63.60625,47,,,0,,,0,,,0
train_503,llama8b,8,4,"background,method,objective,other",70,-23.875,background,background,True,0.183,0.553,16,36.78125,46.94421875,32,17.21875,22.29515625,36,1.3125,0.941875,12,,,0,4.515625,25.31875,76
train_504,llama8b,8,3,"method,objective,other",72,-32.9375,method,method,True,0.143,0.275,8,,,0,1.9375,17.648125,49,41.5,55.5775,42,,,0,36.0,45.961875,66
train_505,llama8b,9,4,"background,method,objective,other",66,-22.65625,other,other,True,0.199,0.578,16,1.046875,10.71953125,14,11.65625,18.96703125,84,3.328125,8.18234375,31,,,0,84.34375,80.34984375,58
train_506,llama8b,10,3,"background,objective,other",65,-17.671875,other,other,True,0.148,0.279,8,14.15625,13.6959375,12,30.484375,35.68359375,88,,,0,,,0,47.203125,50.01109375,54
train_507,llama8b,7,2,"background,objective",70,-26.671875,background,background,True,0.107,0.139,4,62.640625,74.04625,95,0.265625,14.781875,55,,,0,,,0,,,0
train_508,llama8b,9,4,"background,method,objective,other",72,-34.28125,background,background,True,0.177,0.539,16,29.375,41.2334375,56,1.875,10.451875,20,18.0625,27.3978125,50,,,0,2.5,7.510625,13
train_509,llama8b,8,3,"background,objective,other",71,-33.65625,objective,objective,True,0.138,0.268,8,22.875,27.5390625,67,27.625,34.9125,42,,,0,,,0,0.96875,5.6421875,14
train_510,llama8b,7,3,"background,objective,other",70,-30.59375,other,other,True,0.135,0.263,8,44.03125,40.2984375,43,3.6875,8.215,13,,,0,,,0,54.03125,49.8928125,40
train_511,llama8b,8,3,"background,objective,other",67,-36.875,objective,objective,True,0.142,0.279,8,19.09375,19.50375,55,19.40625,30.699375,47,,,0,,,0,3.34375,11.671875,46
train_512,llama8b,5,3,"background,objective,other",65,-24.703125,objective,objective,True,0.137,0.266,8,16.171875,32.5584375,76,65.171875,71.6490625,33,,,0,,,0,3.6875,12.964375,20
train_513,llama8b,8,4,"background,method,objective,other",68,-31.6875,objective,objective,True,0.192,0.565,16,2.59375,6.133125,72,90.6875,95.908125,49,-1.40625,0.460625,20,,,0,25.5625,29.935625,47
train_514,llama8b,9,3,"background,method,other",68,-23.609375,other,other,True,0.142,0.273,8,7.046875,21.30046875,41,,,0,-0.0625,-1.72,22,,,0,51.453125,65.87265625,80
train_515,llama8b,5,2,"background,objective",59,-27.859375,background,background,True,0.101,0.132,4,32.765625,49.135,69,19.984375,40.818125,34,,,0,,,0,,,0
train_516,llama8b,7,3,"method,objective,other",68,-30.40625,other,other,True,0.147,0.28,8,,,0,1.578125,14.01640625,58,12.0,21.5246875,46,,,0,49.40625,63.55265625,66
train_517,llama8b,8,4,"background,method,objective,other",66,-20.40625,method,method,True,0.192,0.569,16,-0.1875,7.42625,17,30.0,36.013125,112,60.15625,62.8290625,22,,,0,11.5625,14.4503125,20
train_518,llama8b,6,2,"background,method",71,-29.671875,method,method,True,0.105,0.136,4,9.546875,19.92125,73,,,0,30.640625,43.844375,51,,,0,,,0
train_519,llama8b,6,2,"objective,other",64,-24.65625,other,other,True,0.113,0.146,4,,,0,3.96875,14.87125,29,,,0,,,0,54.78125,63.3475,136
train_520,llama8b,5,3,"background,objective,other",68,-27.546875,background,background,True,0.147,0.278,8,118.953125,123.19359375,95,-0.609375,3.5984375,29,,,0,,,0,-0.640625,0.28609375,40
train_522,llama8b,6,2,"background,objective",67,-34.09375,objective,objective,True,0.106,0.136,4,-0.0625,3.8425,36,61.46875,66.43875,110,,,0,,,0,,,0
train_523,llama8b,6,4,"background,method,objective,other",65,-23.84375,other,other,True,0.202,0.579,16,0.84375,10.49109375,69,29.90625,49.1603125,43,0.375,8.00359375,35,,,0,39.875,54.00125,53
train_524,llama8b,7,3,"background,objective,other",69,-26.75,background,background,True,0.151,0.285,8,130.875,134.15453125,65,2.125,10.66359375,62,,,0,,,0,0.484375,3.056875,58
train_525,llama8b,10,4,"background,method,objective,other",69,-27.25,other,other,True,0.197,0.573,16,7.59375,12.1215625,83,-1.375,2.82125,25,4.171875,17.20421875,42,,,0,64.6875,66.66546875,57
train_526,llama8b,8,3,"background,objective,other",66,-25.796875,other,other,True,0.15,0.284,8,26.078125,43.70671875,40,25.109375,35.40390625,80,,,0,,,0,34.921875,52.9675,64
train_527,llama8b,6,4,"background,method,objective,other",72,-40.53125,background,other,False,0.168,0.522,16,4.09375,11.3503125,26,0.59375,7.5334375,10,1.65625,10.025625,7,,,0,2.78125,13.746875,36
train_528,llama8b,10,4,"background,method,objective,other",64,-20.328125,objective,objective,True,0.198,0.576,16,0.1875,9.400625,45,86.734375,89.1496875,102,39.453125,40.445625,24,,,0,-0.25,3.5509375,15
train_529,llama8b,6,4,"background,method,objective,other",62,-26.765625,other,other,True,0.192,0.566,16,21.578125,26.25265625,21,5.890625,12.163125,92,1.140625,11.31296875,28,,,0,70.796875,63.630625,34
train_530,llama8b,8,4,"background,method,objective,other",65,-20.375,objective,objective,True,0.187,0.556,16,30.625,40.1371875,44,36.90625,53.15921875,73,1.734375,10.59609375,24,,,0,0.78125,4.3575,15
train_531,llama8b,9,3,"background,objective,other",67,-26.765625,objective,objective,True,0.17,0.311,8,8.390625,15.24734375,62,67.609375,70.38296875,143,,,0,,,0,0.609375,-4.4584375,26
train_532,llama8b,8,4,"method,objective,other,result",68,-27.75,objective,objective,True,0.226,0.623,16,,,0,67.3125,71.3421875,123,7.6875,12.7809375,79,0.6875,-0.433125,6,8.59375,13.8725,22
train_533,llama8b,9,4,"background,method,objective,other",69,-26.265625,objective,objective,True,0.196,0.571,16,50.546875,45.1884375,16,50.671875,59.48625,43,-0.6875,11.3184375,39,,,0,9.078125,15.36625,95
train_534,llama8b,5,3,"method,objective,other",63,-31.5625,other,other,True,0.134,0.261,8,,,0,-0.109375,4.35640625,7,9.3125,17.1115625,34,,,0,81.125,86.84453125,33
train_535,llama8b,4,2,"background,other",67,-24.578125,background,background,True,0.101,0.132,4,66.171875,73.74125,77,,,0,,,0,,,0,8.109375,17.743125,29
train_536,llama8b,10,3,"background,objective,other",69,-24.359375,objective,objective,True,0.158,0.293,8,24.953125,30.45734375,66,51.140625,59.89234375,110,,,0,,,0,3.546875,6.7909375,27
train_537,llama8b,8,3,"method,objective,other",60,-29.390625,objective,objective,True,0.15,0.28,8,,,0,78.046875,87.74265625,53,19.765625,26.34109375,18,,,0,10.203125,15.525625,83
train_538,llama8b,5,3,"background,objective,other",72,-35.21875,objective,objective,True,0.141,0.27,8,0.1875,1.4403125,26,65.84375,68.175625,87,,,0,,,0,0.0625,1.3528125,17
train_539,llama8b,6,4,"background,method,objective,other",66,-25.984375,objective,objective,True,0.177,0.54,16,2.734375,3.0825,10,78.703125,67.32015625,67,11.609375,11.05171875,14,,,0,22.890625,14.49875,33
train_540,llama8b,8,5,"background,method,objective,other,result",64,-21.984375,objective,objective,True,0.231,1.124,32,-1.78125,3.5703125,12,72.640625,62.53703125,81,39.546875,36.00328125,29,-0.25,-1.59125,1,26.078125,28.12125,38
train_541,llama8b,10,2,"background,objective",65,-29.5,objective,objective,True,0.108,0.139,4,40.25,39.2325,94,41.25,39.955,77,,,0,,,0,,,0
train_542,llama8b,6,3,"background,method,other",67,-31.40625,background,background,True,0.138,0.267,8,54.65625,56.9090625,65,,,0,8.53125,11.1709375,9,,,0,-0.40625,3.45125,36
train_543,llama8b,8,4,"background,method,objective,other",65,-38.5,objective,objective,True,0.215,0.612,16,1.09375,7.7815625,58,23.34375,31.9921875,116,0.09375,2.17,27,,,0,16.46875,21.86875,23
train_544,llama8b,10,4,"background,objective,other,result",71,-34.3125,objective,objective,True,0.202,0.591,16,1.875,9.9921875,35,27.03125,41.763125,158,,,0,0.25,0.2240625,8,0.9375,3.895625,20
train_545,llama8b,5,4,"background,method,objective,other",66,-23.375,method,method,True,0.18,0.548,16,3.5,16.1959375,37,38.4375,36.3928125,44,46.6875,42.66,31,,,0,6.09375,17.00125,31
train_547,llama8b,7,4,"background,method,other,result",71,-25.515625,other,other,True,0.176,0.543,16,3.0625,7.27140625,62,,,0,4.203125,13.35828125,32,1.90625,0.4509375,9,70.546875,65.65375,28
train_548,llama8b,4,4,"background,method,objective,other",67,-23.203125,background,background,True,0.178,0.544,16,42.359375,57.79234375,17,21.203125,42.49703125,32,-0.15625,27.0540625,20,,,0,1.578125,14.3284375,47
train_549,llama8b,9,3,"method,objective,other",70,-40.28125,objective,objective,True,0.155,0.293,8,,,0,39.34375,54.9159375,122,-0.03125,5.225625,23,,,0,2.65625,11.3271875,34
train_550,llama8b,5,3,"background,objective,other",67,-39.6875,background,background,True,0.137,0.266,8,53.6875,48.508125,65,13.09375,11.441875,37,,,0,,,0,1.75,2.925,16
train_551,llama8b,6,2,"background,objective",69,-29.71875,objective,objective,True,0.102,0.133,4,4.8125,6.38,62,88.65625,90.65125,64,,,0,,,0,,,0
train_552,llama8b,10,3,"background,objective,other",68,-35.59375,other,other,True,0.145,0.278,8,1.21875,4.6346875,70,1.0,6.30375,62,,,0,,,0,62.78125,63.7803125,49
train_553,llama8b,10,4,"background,method,objective,other",71,-17.984375,other,other,True,0.213,0.599,16,0.515625,8.94046875,36,89.890625,94.8571875,100,2.421875,23.33640625,38,,,0,100.703125,110.8815625,84
train_554,llama8b,6,3,"background,objective,other",67,-24.375,other,other,True,0.136,0.265,8,1.90625,4.20625,43,17.4375,21.250625,12,,,0,,,0,54.1875,58.793125,59
train_555,llama8b,8,4,"background,method,objective,other",69,-32.875,objective,objective,True,0.192,0.565,16,0.8125,8.34625,19,78.875,83.07625,88,11.125,22.015,41,,,0,5.46875,5.8125,22
train_556,llama8b,6,4,"background,method,other,result",72,-39.21875,method,method,True,0.176,0.539,16,4.40625,6.9228125,20,,,0,113.28125,114.61375,79,0.40625,2.1990625,31,1.53125,3.045625,11
train_557,llama8b,5,3,"background,method,result",68,-35.375,method,method,True,0.134,0.263,8,9.15625,21.7840625,56,,,0,30.875,51.53375,23,0.875,0.3696875,6,,,0
train_558,llama8b,8,4,"background,method,objective,other",71,-28.140625,method,method,True,0.185,0.555,16,7.640625,14.08640625,70,5.640625,14.2959375,32,47.359375,53.48953125,28,,,0,1.484375,6.8625,20
train_559,llama8b,6,4,"background,method,objective,other",68,-29.921875,objective,objective,True,0.173,0.537,16,1.75,1.99171875,28,68.015625,69.8890625,51,17.015625,19.73765625,28,,,0,1.15625,5.2096875,17
train_560,llama8b,6,4,"background,method,objective,other",67,-24.171875,method,method,True,0.179,0.549,16,0.390625,8.7703125,30,-0.796875,2.97546875,24,93.703125,99.57109375,72,,,0,10.328125,16.01125,26
train_561,llama8b,9,4,"background,method,objective,other",66,-28.171875,other,other,True,0.189,0.56,16,1.890625,9.06234375,49,40.828125,50.4178125,37,21.078125,27.35921875,21,,,0,55.953125,63.48875,58
train_562,llama8b,6,4,"background,method,objective,other",62,-21.703125,background,background,True,0.184,0.555,16,52.046875,53.97890625,78,42.484375,45.58265625,29,-0.171875,4.744375,12,,,0,0.046875,4.4909375,24
train_563,llama8b,10,4,"background,method,objective,other",66,-24.375,objective,objective,True,0.214,0.604,16,13.90625,20.031875,88,39.28125,44.73859375,38,3.8125,15.45421875,64,,,0,1.25,2.5253125,34
train_564,llama8b,5,3,"background,objective,other",65,-24.625,background,background,True,0.136,0.262,8,37.78125,42.0453125,53,-1.4375,6.0065625,21,,,0,,,0,4.8125,9.885625,20
train_565,llama8b,5,2,"background,objective",69,-30.015625,objective,objective,True,0.106,0.137,4,26.421875,38.33625,69,65.609375,80.773125,81,,,0,,,0,,,0
train_566,llama8b,10,4,"background,objective,other,result",66,-30.359375,result,result,True,0.202,0.59,16,46.390625,44.7990625,63,14.921875,19.4596875,105,,,0,62.140625,62.46625,34,1.03125,5.915625,31
train_567,llama8b,10,3,"background,method,objective",73,-31.015625,method,method,True,0.157,0.292,8,14.828125,21.74609375,85,3.046875,15.69625,84,21.640625,35.79203125,49,,,0,,,0
train_568,llama8b,4,2,"background,objective",71,-37.46875,background,background,True,0.105,0.137,4,40.40625,37.8625,99,33.96875,30.73125,39,,,0,,,0,,,0
train_569,llama8b,10,4,"method,objective,other,result",65,-23.8125,objective,objective,True,0.243,0.667,16,,,0,40.09375,56.96484375,139,19.90625,20.35578125,22,1.703125,7.5265625,51,11.21875,22.7153125,28
train_570,llama8b,9,4,"background,method,objective,other",63,-30.015625,method,method,True,0.197,0.576,16,0.109375,4.32734375,40,20.078125,25.47953125,83,48.234375,44.2359375,22,,,0,25.109375,27.8165625,36
train_571,llama8b,5,3,"background,method,objective",63,-22.0625,method,method,True,0.142,0.274,8,8.765625,33.9284375,50,-0.109375,20.91578125,55,21.8125,40.65578125,26,,,0,,,0
train_572,llama8b,9,4,"background,objective,other,result",72,-39.78125,other,other,True,0.193,0.569,16,1.5,8.4109375,39,1.1875,12.5503125,54,,,0,2.875,0.7,8,39.21875,48.1825,69
train_573,llama8b,4,2,"background,objective",67,-40.34375,background,background,True,0.102,0.133,4,47.65625,62.2175,50,6.90625,25.43875,52,,,0,,,0,,,0
train_574,llama8b,8,3,"objective,other,result",72,-33.40625,other,other,True,0.147,0.278,8,,,0,10.125,11.3815625,72,,,0,2.375,-0.0828125,7,48.21875,45.045,75
train_575,llama8b,4,2,"background,other",65,-33.1875,other,other,True,0.101,0.132,4,13.09375,20.6975,35,,,0,,,0,,,0,64.0625,73.74,57
train_576,llama8b,5,3,"background,objective,other",72,-27.734375,objective,objective,True,0.141,0.274,8,4.796875,11.27015625,37,46.078125,71.14203125,66,,,0,,,0,15.765625,27.9784375,38
train_577,llama8b,9,3,"background,objective,other",70,-25.625,background,background,True,0.146,0.285,8,42.3125,47.89109375,72,3.296875,9.8703125,59,,,0,,,0,5.734375,7.61359375,26
train_578,llama8b,5,3,"background,objective,other",67,-34.15625,background,background,True,0.141,0.272,8,48.21875,57.693125,30,9.125,18.97125,48,,,0,,,0,2.3125,10.679375,46
train_579,llama8b,9,4,"background,method,objective,other",68,-24.34375,objective,objective,True,0.192,0.566,16,2.046875,8.09859375,40,91.59375,95.56296875,77,4.71875,9.9084375,18,,,0,5.875,10.83625,36
train_580,llama8b,4,3,"background,objective,result",66,-29.90625,objective,objective,True,0.134,0.261,8,1.4375,17.759375,28,114.59375,136.1165625,44,,,0,2.65625,4.3428125,3,,,0
train_581,llama8b,9,4,"background,method,other,result",67,-34.28125,other,other,True,0.185,0.552,16,3.875,18.9515625,20,,,0,9.75,41.3528125,54,0.03125,1.18375,7,23.5625,59.480625,72
train_582,llama8b,6,3,"method,objective,other",64,-22.625,other,other,True,0.141,0.271,8,,,0,1.0625,3.054375,22,18.25,31.64875,45,,,0,53.25,65.671875,72
train_583,llama8b,9,4,"background,method,objective,other",64,-23.25,background,background,True,0.216,0.606,16,91.9375,102.10078125,65,1.890625,11.4221875,78,1.359375,10.41890625,48,,,0,1.96875,13.433125,31
train_584,llama8b,8,4,"background,method,objective,result",69,-21.28125,objective,objective,True,0.187,0.559,16,-0.96875,3.1121875,10,46.40625,53.1471875,92,15.53125,17.80453125,13,1.234375,3.59234375,32,,,0
train_585,llama8b,8,2,"objective,other",73,-21.546875,objective,objective,True,0.101,0.132,4,,,0,110.078125,116.67125,107,,,0,,,0,5.515625,13.906875,18
train_586,llama8b,10,4,"background,method,objective,other",62,-22.390625,other,other,True,0.215,0.608,16,11.359375,18.93578125,51,10.984375,17.431875,62,8.328125,14.81078125,58,,,0,36.265625,41.1809375,44
train_587,llama8b,7,4,"background,objective,other,result",72,-43.3125,background,background,True,0.178,0.546,16,56.5,69.210625,43,1.15625,23.765625,51,,,0,3.71875,4.600625,13,-0.65625,3.360625,22
train_588,llama8b,5,2,"background,method",72,-34.46875,method,method,True,0.102,0.133,4,11.78125,25.2975,66,,,0,42.53125,59.73375,44,,,0,,,0
train_589,llama8b,8,4,"background,method,objective,other",63,-17.578125,objective,objective,True,0.216,0.605,16,1.84375,10.17921875,64,110.921875,124.3203125,79,-0.5,5.47953125,12,,,0,1.421875,10.0678125,44
train_590,llama8b,4,3,"background,objective,other",69,-27.359375,objective,objective,True,0.136,0.263,8,53.828125,52.31015625,20,85.515625,82.61140625,61,,,0,,,0,4.265625,3.8440625,15
train_591,llama8b,5,3,"background,objective,other",68,-34.0625,background,background,True,0.137,0.266,8,36.4375,51.003125,50,0.375,4.3315625,20,,,0,,,0,1.5625,19.6028125,49
train_593,llama8b,7,4,"background,method,objective,other",69,-25.5,background,background,True,0.2,0.58,16,130.0,124.10640625,71,8.59375,14.71578125,82,1.234375,-0.50609375,10,,,0,2.609375,13.18390625,39
train_594,llama8b,7,3,"background,objective,other",66,-35.0,background,background,True,0.142,0.273,8,11.8125,23.7653125,59,2.46875,14.170625,54,,,0,,,0,3.03125,11.6265625,30
train_595,llama8b,7,3,"background,method,objective",71,-35.25,objective,objective,True,0.153,0.29,8,0.90625,6.6459375,71,30.8125,46.238125,94,10.125,11.1784375,36,,,0,,,0
train_596,llama8b,9,3,"background,other,result",69,-24.796875,other,other,True,0.18,0.316,8,1.046875,26.46890625,114,,,0,,,0,-0.03125,-0.538125,16,38.859375,53.14734375,121
train_597,llama8b,6,4,"method,objective,other,result",66,-36.75,method,method,True,0.177,0.544,16,,,0,3.0625,0.5325,25,50.9375,58.7125,70,2.25,1.053125,5,29.0,39.076875,38
train_598,llama8b,10,4,"background,objective,other,result",58,-34.125,other,other,True,0.194,0.576,16,1.125,1.2653125,25,12.40625,16.87125,14,,,0,6.90625,14.193125,6,46.5625,42.0453125,108
train_599,llama8b,9,3,"background,method,other",70,-34.1875,other,other,True,0.15,0.284,8,1.84375,10.0884375,68,,,0,17.9375,22.2325,11,,,0,23.78125,33.5540625,97
train_600,llama8b,4,3,"background,method,other",68,-23.09375,background,background,True,0.135,0.265,8,37.09375,47.8540625,48,,,0,0.34375,7.11625,14,,,0,26.53125,32.7484375,22
train_601,llama8b,4,2,"background,objective",68,-19.96875,background,background,True,0.102,0.133,4,72.65625,78.84375,52,24.4375,32.3125,55,,,0,,,0,,,0
train_602,llama8b,7,4,"background,method,objective,other",67,-40.09375,other,other,True,0.186,0.554,16,-1.34375,7.0109375,24,50.71875,49.934375,52,-1.46875,3.8853125,23,,,0,54.84375,52.700625,65
train_604,llama8b,7,3,"background,objective,result",66,-24.25,background,background,True,0.147,0.281,8,96.0625,104.906875,99,0.4375,8.5684375,28,,,0,3.5,5.7746875,15,,,0
train_605,llama8b,10,2,"other,result",66,-44.25,other,other,True,0.108,0.139,4,,,0,,,0,,,0,10.78125,27.68,120,16.375,37.8825,32
train_606,llama8b,10,4,"background,method,objective,other",71,-25.78125,background,other,False,0.2,0.583,16,21.125,32.9521875,73,-0.21875,13.1928125,56,7.875,18.031875,43,,,0,15.59375,33.541875,25
train_607,llama8b,5,3,"background,method,other",73,-22.046875,other,other,True,0.136,0.264,8,1.265625,9.45953125,23,,,0,1.375,7.9590625,18,,,0,92.703125,96.65953125,59
train_608,llama8b,5,3,"background,objective,other",69,-29.75,objective,objective,True,0.138,0.266,8,23.0625,22.8490625,14,46.8125,46.37625,81,,,0,,,0,3.125,3.3996875,27
train_609,llama8b,8,4,"background,method,objective,other",69,-18.828125,other,other,True,0.173,0.534,16,3.0625,8.415,37,1.03125,0.9578125,18,23.859375,31.7203125,16,,,0,75.171875,83.20375,52
